term	section	course	instructor	whenWhere
Spring 2010	7804	COOP-170A	Berggren	  
Spring 2010	7805	COOP-170A	Berggren	  
Spring 2011	7805	COOP-170A	Berggren	   1/18-5/27
Spring 2010	7806	COOP-170A	Berggren	  
Spring 2010	7807	COOP-170A	Berggren	  
Fall 2012	7911	COOP-180	Berggren	   8/15-12/17
Spring 2009	7985	COOP-170A	Berggren	  
Fall 2012	9064	COOP-160	Berggren	   8/15-12/17
Summer 2014	9131	COOP-160	Berggren	   6/11-7/24
Summer 2014	9133	COOP-180	Berggren	   6/11-7/24
Summer 2012	9213	COOP-170	Berggren	   6/11-7/26
Summer 2013	9213	COOP-170	Berggren	   6/12-7/25
Spring 2013	9303	COOP-160	Berggren	   1/09-5/24
Spring 2014	9303	COOP-160	Berggren	   1/15-5/21
Summer 2009	9311	COOP-170A	Berggren	   6/22-7/30
Summer 2013	9313	COOP-180	Berggren	   6/12-7/25
Summer 2012	9313	COOP-180	Berggren	   6/11-7/26
Summer 2009	9315	COOP-170A	Berggren	   6/22-7/30
Spring 2014	9401	COOP-170	Berggren	   1/15-5/21
Spring 2013	9401	COOP-170	Berggren	   1/09-5/24
Fall 2012	9404	COOP-170	Berggren	   8/15-12/17
Spring 2014	9442	COOP-180	Berggren	   1/15-5/21
Spring 2013	9442	COOP-180	Berggren	   1/09-5/24
Summer 2012	1014	MATH-110	Bergland	MTWTH 8:15-11:45am MA-250 6/18-7/26
Summer 2002	1020	MATH-110A	Bergland	MTWTH 8:45-11:20am MA-240 6/17-7/25
Summer 2009	1022	MATH-110SP	Bergland	MTWTH 12:45-4:15pm LC-206 6/22-7/30
Summer 2009	1028	MATH-120SP	Bergland	MTWTH 12:45-4:15pm LC-206 6/22-7/30
Summer 2009	1038	MATH-135SP	Bergland	MTWTH 12:45-3:35pm LC-206 6/22-7/30
Summer 2006	1038	MATH-142	Bergland	MTWTH 1:45-4:35pm MA-250 6/19-7/27
Summer 2005	1040	MATH-182	Bergland	MTWTH 10:30-12:35pm MA-108 6/20-7/28
Summer 2009	1050	MATH-110	Bergland	MTWTH 9:05-12:35pm ET-108 6/22-7/30
Summer 2007	1050	MATH-110	Bergland	MTWTH 9:05-12:35pm LA-107 6/18-7/26
Summer 2006	1050	MATH-110	Bergland	MTWTH 9:05-12:35pm MA-244 6/19-7/27
Summer 2008	1050	MATH-110	Bergland	MTWTH 9:05-12:35pm ET-108 6/16-7/24
Summer 2005	1052	MATH-114	Bergland	MTWTH 8:00-10:10am TE-9 6/21-7/28
Summer 2004	1061	MATH-110	Bergland	MTWTH 9:00-12:00pm ET-108 6/21-8/05
Summer 2003	1061	MATH-110	Bergland	MTWTH 9:00-12:00pm ET-108 6/16-7/31
Spring 2002	1185	MATH-140	Bergland	W 2:00-3:50pm LC-206
Spring 2014	1934	MATH-142	Bergland	MW 2:30-4:20pm MA-107
Summer 2001	2076	MATH-070	Bergland	MTWTH 9:30-10:25am LA-112 6/18-7/26
Summer 2001	2078	MATH-110A	Bergland	MTWTH 10:30-11:45am MA-107 6/18-7/26
Fall 2012	3592	MATH-135	Bergland	MW 2:00-3:50pm MA-105 8/17-12/17
Fall 2011	3592	MATH-135	Bergland	MW 2:00-3:50pm MA-105 8/17-12/17
Fall 2013	3597	MATH-135	Bergland	MTWTH 8:00-8:50am MA-105
Fall 2014	3597	MATH-135	Bergland	MTWTH 8:00-8:50am MA-105
Fall 2001	3747	MATH-140	Bergland	W 2:00-3:50pm LA-112
Fall 2002	3747	MATH-140	Bergland	W 3:00-4:50pm LC-205
Spring 2010	8047	MATH-114	Bergland	M 7:00-9:50pm MA-109
Spring 2009	8047	MATH-114	Bergland	M 6:30-9:35pm MA-108
Fall 2008	8106	MATH-120	Bergland	MW 4:00-6:15pm MA-251
Summer 2003	8119	MATH-181	Bergland	MW 6:00-9:10pm MA-251 6/09-7/30
Summer 2004	8119	MATH-181	Bergland	MW 6:00-9:15pm MA-251 6/14-8/04
Summer 2001	8122	MATH-192	Bergland	TWTH 6:00-9:30pm MA-249 6/5-7/26
Summer 2002	8122	MATH-192	Bergland	TWTH 6:00-9:30pm MA-244 6/10-8/01
Fall 2007	8188	MATH-120	Bergland	TTH 7:00-9:15pm MA-244 8/16-12/16
Spring 2004	8202	MATH-110	Bergland	TTH 7:00-9:15pm LA-112
Spring 2010	8203	MATH-110	Bergland	MW 4:00-6:15pm MA-107
Spring 2009	8203	MATH-110	Bergland	MW 4:00-6:15pm LA-112
Fall 2003	8211	MATH-182	Bergland	W 4:00-6:50pm MA-250
Spring 2014	8217	MATH-142	Bergland	MW 4:30-6:20pm MA-250
Spring 2005	8219	MATH-142	Bergland	TTH 4:00-5:50pm MA-108
Spring 2006	8223	MATH-120	Bergland	MW 4:00-6:15pm MA-109
Spring 2008	8238	MATH-142	Bergland	TTH 7:00-8:50pm MA-105
Spring 2004	8240	MATH-182	Bergland	TH 4:00-6:50pm MA-108
Fall 2004	8243	MATH-135	Bergland	TTH 4:00-5:50pm MA-249 8/19-12/19
Fall 2005	8244	MATH-135	Bergland	MW 7:00-8:50pm MA-109
Spring 2013	8245	MATH-192	Bergland	TTH 4:00-6:15pm MA-251
Spring 2012	8245	MATH-192	Bergland	TTH 4:00-6:15pm MA-251
Fall 2002	8245	MATH-135	Bergland	MW 7:00-8:50pm MA-251
Fall 2008	8248	MATH-142	Bergland	MW 7:00-9:15pm MA-108 9/08-12/17
Fall 2014	8253	MATH-142	Bergland	MW 4:30-6:20pm MA-107
Fall 2013	8253	MATH-142	Bergland	MW 4:30-6:20pm MA-107
Fall 2001	8256	MATH-192	Bergland	MW 7:00-9:15pm MA-244
Fall 2004	8257	MATH-193	Bergland	MW 4:00-6:15pm MA-109 8/19-12/19
Fall 2009	8303	MATH-110	Bergland	MW 7:00-9:15pm MA-251
Fall 2009	8312	MATH-114	Bergland	T 7:00-9:50pm MA-241
Fall 2006	8312	MATH-114	Bergland	T 7:00-9:50pm MA-240
Fall 2003	8328	MATH-110	Bergland	MW 7:00-9:15pm MA-241
Fall 2011	8435	MATH-110	Bergland	MW 4:00-6:15pm MA-105 8/17-12/17
Fall 2012	8435	MATH-110	Bergland	MW 4:00-6:15pm MA-105 8/17-12/17
Spring 2012	8787	MATH-192	Bergland	TTH 7:00-9:15pm MA-249
Spring 2013	8787	MATH-192	Bergland	TTH 7:00-9:15pm MA-249
Spring 2002	2357	PE-098	Bergman	MWTH 3:00-4:50pm MVHS 1/28-5/16
Summer 2001	2374	PE-098	Bergman	MTWTH 8:00-9:15am MVHS 6/18-8/2
Summer 2002	3770	PE-099	Bergman	MTWTH 8:00-9:15am MVHS 6/17-8/01
Summer 2014	4190	MUSIC-117	Bergmann	MTWTH 10:30-12:35pm M-101 6/16-7/24
Summer 2013	4190	MUSIC-117	Bergmann	MTWTH 10:30-12:35pm M-127 6/17-7/25
Fall 2007	8017	MUSIC-120	Bergmann	W 7:00-9:50pm M-125 8/16-12/16
Fall 2005	8017	MUSIC-120	Bergmann	W 7:00-9:50pm M-127
Fall 2006	8017	MUSIC-120	Bergmann	W 7:00-9:50pm M-127
Spring 2006	8299	MUSIC-120	Bergmann	W 7:00-9:50pm M-127
Spring 2005	8299	MUSIC-120	Bergmann	M 7:00-9:50pm M-125
Spring 2007	8299	MUSIC-120	Bergmann	W 7:00-9:50pm M-127
Spring 2008	8299	MUSIC-120	Bergmann	W 7:00-9:50pm M-127
Spring 2008	1432	SPCH-120	Berman	TTH 12:30-1:45pm PAC-101
Fall 2001	2613	SPCH-120	Berman	MW 2:30-3:45pm H-106
Fall 2008	2624	SPCH-120	Berman	TTH 8:00-9:15am PAC-106
Fall 2007	2628	SPCH-120	Berman	TTH 2:00-3:35pm MA-104 9/04-12/13
Fall 2008	2628	SPCH-120	Berman	TTH 9:30-10:45am PAC-106
Fall 2001	2630	SPCH-120	Berman	MW 1:00-2:15pm H-106
Fall 2003	3700	SPCH-120	Berman	TTH 2:00-5:10pm H-117 10/21-12/11
Spring 2002	9043	SPCH-120	Berman	TTH 9:00-11:50am CSUH 1/15-3/14
Fall 2006	9223	SPCH-120	Berman	TTH 4:00-5:35pm WCC 9/05-12/14
Fall 2002	9223	SPCH-120	Berman	T 4:00-6:50pm SRV-217
Fall 2003	9455	SPCH-120	Berman	TTH 9:00-11:50am CSUH 9/02-10/30
Spring 2005	9537	SPCH-120	Berman	TTH 11:00-12:15pm SRV-213
Fall 2004	9537	SPCH-120	Berman	TTH 12:30-1:45pm SRV-106 8/19-12/19
Spring 2004	9537	SPCH-120	Berman	TTH 11:00-12:15pm SRV-217
Fall 2005	9537	SPCH-120	Berman	TTH 12:30-1:45pm SRV-106
Fall 2006	9537	SPCH-120	Berman	TTH 12:30-1:45pm SRV-106
Spring 2007	9706	SPCH-120	Berman	TTH 9:00-11:50am WCC 1/23-3/22
Spring 2005	9706	SPCH-120	Berman	TTH 12:30-1:45pm SRV-213
Spring 2006	9706	SPCH-120	Berman	TTH 9:00-11:50am WCC 1/23-3/22
Fall 2004	9710	SPCH-120	Berman	TTH 11:00-12:15pm SRV-106 8/19-12/19
Fall 2006	9710	SPCH-120	Berman	TTH 11:00-12:15pm SRV-106
Fall 2005	9710	SPCH-120	Berman	TTH 11:00-12:15pm SRV-106
Fall 2001	9818	SPCH-120	Berman	MW 10:30-12:00pm CSUH 8/27-12/17
Fall 2003	9818	SPCH-120	Berman	MW 9:00-12:00pm CSUH 10/20-12/15
Summer 2001	9849	DRAMA-122	Berman	MTWTHF 9:00-12:35pm SRV-102 5/29-6/15
Summer 2002	9849	DRAMA-122	Berman	MTWTHF 9:00-12:40pm SRV-106 5/28-6/14
Summer 2004	9849	DRAMA-122	Berman	MTWTH 9:00-1:30pm SRV-106 6/01-6/17
Spring 2014	1524	COMM-162	Bernacchi	TH 2:00-6:35pm PAC-106 2/27-5/15
Spring 2014	1590	COMM-161	Bernacchi	T 2:00-6:15pm PAC-106 2/25-5/20
Fall 2014	2573	COMM-163	Bernacchi	TH 2:00-3:20pm H-102 9/04-12/11
Fall 2013	2573	COMM-163	Bernacchi	TH 2:00-3:20pm PAC-101 9/04-12/11
Fall 2013	2648	COMM-148	Bernacchi	W 3:00-5:50pm ARENA
Fall 2014	2648	COMM-148	Bernacchi	W 3:00-5:50pm ARENA
Summer 2013	4267	SPCH-120	Bernacchi	MTWTH 12:45-2:50pm H-107 6/17-7/25
Summer 2014	4267	COMM-120	Bernacchi	MTWTH 12:45-2:50pm BFL-106 6/16-7/24
Summer 2014	4668	COMM-299	Bernacchi	   6/16-7/24
Fall 2011	1160	CULN-220	Bernhardt	MTWTH 9:00-2:35pm HRM-LAB 9/04-11/21
Fall 2010	1160	CULN-220	Bernhardt	MTWTH 9:00-2:30pm HRM-LAB 8/30-11/24
Fall 2009	1160	CULN-220	Bernhardt	WTHF 7:30-3:10pm HRM-LAB 9/02-11/25
Fall 2012	1160	CULN-220	Bernhardt	MTWTH 9:00-2:35pm HRM-LAB 9/04-11/21
Fall 2007	1160	CULN-220	Bernhardt	WTHF 8:00-3:15pm HRM-LAB 9/05-11/30
Fall 2005	1160	CULN-220	Bernhardt	WTHF 8:00-3:15pm HRM-LAB 9/21-12/09
Fall 2008	1160	CULN-220	Bernhardt	WTHF 7:30-3:10pm HRM-LAB 9/03-11/26
Summer 2008	1177	CULN-153	Bernhardt	MTWTH 2:00-5:05pm HRM-201 5/27-6/12
Summer 2014	1177	CULN-153	Bernhardt	MTWTH 11:45-4:00pm LA-107 6/16-6/26
Summer 2010	1178	CULN-225H	Bernhardt	MTWTHFSSU 7:30-11:30am PBCH 6/14-6/20
Fall 2003	1205	HRMCU-256	Bernhardt	  
Fall 2001	1205	HRMCU-256	Bernhardt	  
Fall 2002	1205	HRMCU-256	Bernhardt	  
Spring 2002	2250	HRMCU-120	Bernhardt	MTWTH 8:00-2:05pm PAC BELL
Spring 2004	2250	HRMCU-120	Bernhardt	MTWTH 8:00-2:05pm PBELL
Spring 2008	2251	CULN-220	Bernhardt	WTHF 8:00-3:15pm HRM-LAB 1/30-5/02
Spring 2005	2251	CULN-220	Bernhardt	WTHF 8:00-3:15pm HRM-LAB 2/01-4/28
Spring 2014	2251	CULN-220	Bernhardt	MTWTH 9:00-2:25pm HRM-LAB 1/27-5/01
Spring 2013	2251	CULN-220	Bernhardt	MTWTH 9:00-2:25pm HRM-LAB 1/28-5/02
Spring 2010	2251	CULN-220	Bernhardt	WTHF 8:00-3:15pm HRM-LAB 2/17-5/14
Spring 2009	2251	CULN-220	Bernhardt	WTHF 8:00-3:15pm HRM-LAB 2/04-5/08
Spring 2011	2251	CULN-220	Bernhardt	MTWTH 9:00-2:25pm HRM-LAB 2/14-5/12
Spring 2012	2251	CULN-220	Bernhardt	MTWTH 9:00-2:25pm HRM-LAB 1/28-5/02
Spring 2010	2252	CULN-105	Bernhardt	MTWTH 7:30-10:45am HRM-201 1/25-2/04
Spring 2009	2252	CULN-105	Bernhardt	MTWTH 7:30-10:20am HRM-201 1/15-1/29
Spring 2013	2252	CULN-105	Bernhardt	TWTHF 12:00-3:15pm HRM-201 1/15-1/25
Spring 2005	2252	CULN-105	Bernhardt	MTWTH 7:30-11:05am HRM-201 1/17-1/26
Spring 2012	2252	CULN-105	Bernhardt	TWTHF 12:00-3:15pm HRM-201 1/15-1/25
Spring 2011	2252	CULN-105	Bernhardt	MTWTH 12:00-3:15pm HRM-201 1/24-2/03
Spring 2014	2252	CULN-105	Bernhardt	TWTHF 12:00-3:15pm HRM-201 1/14-1/24
Spring 2008	2252	CULN-105	Bernhardt	MTWTH 7:30-10:45am HRM-201 1/14-1/24
Spring 2008	2553	CULN-225E	Bernhardt	  PBCH 2/04-2/10
Spring 2005	2553	CULN-225E	Bernhardt	  PBCH 2/06-2/12
Spring 2007	2553	CULN-225E	Bernhardt	  PBCH 2/05-2/11
Spring 2010	2553	CULN-225E	Bernhardt	  PBCH 2/08-2/14
Spring 2009	2553	CULN-225E	Bernhardt	  PBCH 2/09-2/15
Spring 2006	2553	CULN-225E	Bernhardt	  PBCH 2/05-2/11
Spring 2011	2573	CULN-225EA	Bernhardt	  PBCH 2/07-2/13
Spring 2011	2574	CULN-225EB	Bernhardt	  PBCH 2/07-2/13
Spring 2011	2575	CULN-225EC	Bernhardt	  PBCH 2/07-2/13
Spring 2013	2583	CULN-225SA	Bernhardt	  
Spring 2012	2583	CULN-225SA	Bernhardt	  
Spring 2014	2583	CULN-225SA	Bernhardt	  
Spring 2014	2584	CULN-225SB	Bernhardt	  
Spring 2012	2584	CULN-225SB	Bernhardt	  
Spring 2013	2584	CULN-225SB	Bernhardt	  
Spring 2014	3704	CULN-299	Bernhardt	  
Spring 2005	3773	CULN-120	Bernhardt	MTW 7:30-3:00pm HRM-KITCHEN 1/30-5/03
Spring 2008	3773	CULN-120	Bernhardt	MTW 7:30-2:45pm HRM-KITCHEN 1/28-4/30
Fall 2010	3775	CULN-105	Bernhardt	MTWTH 12:00-3:15pm HRM-201 8/16-8/26
Fall 2008	3775	CULN-105	Bernhardt	MTWTH 7:30-10:45am HRM-201 8/18-8/28
Fall 2014	3775	CULN-105	Bernhardt	MTWTH 12:00-1:30pm HSF-DEMO 8/18-8/28
Fall 2012	3775	CULN-105	Bernhardt	MTWTH 12:00-3:15pm HRM-201 8/20-8/30
Fall 2005	3775	CULN-105	Bernhardt	MTWTH 7:30-10:45am HRM-201 8/22-9/01
Fall 2009	3775	CULN-105	Bernhardt	MTWTH 7:30-10:45am HRM-201 8/17-8/27
Fall 2013	3775	CULN-105	Bernhardt	MTWTH 12:00-1:30pm HSF-DEMO 8/18-8/28
Fall 2011	3775	CULN-105	Bernhardt	MTWTH 12:00-3:15pm HRM-201 8/20-8/30
Fall 2007	3775	CULN-105	Bernhardt	MTWTH 7:30-10:45am HRM-201 8/20-8/30
Fall 2007	3778	CULN-120	Bernhardt	MTW 7:30-2:45pm HRM-KITCHEN 9/04-11/28
Fall 2002	3778	HRMCU-120	Bernhardt	MTWTH 8:00-2:05pm PBELL
Fall 2013	3778	CULN-120	Bernhardt	MTWTHMTWTH 7:30-8:30am HSF-DEMO 9/02-11/20
Fall 2003	3778	HRMCU-120	Bernhardt	MTWTH 8:00-2:05pm PBELL
Fall 2005	3778	CULN-120	Bernhardt	MTW 7:30-3:00pm HRM-KITCHEN 9/06-11/23
Fall 2004	3778	HRMCU-120	Bernhardt	MTWTH 8:00-2:05pm PBELL 8/19-12/19
Fall 2001	3778	HRMCU-120	Bernhardt	MTWTH 7:00-10:00am PBELL
Fall 2014	3778	CULN-120	Bernhardt	MTWTHMTWTH 7:30-8:30am HSF-DEMO 9/02-11/20
Fall 2010	4010	CULN-225BA	Bernhardt	  HRM-KITCHEN 11/01-11/04
Fall 2010	4011	CULN-225BB	Bernhardt	  HRM-KITCHEN 11/01-11/04
Fall 2010	4012	CULN-225BC	Bernhardt	  HRM-KITCHEN 11/01-11/04
Summer 2003	4144	HRMGT-153	Bernhardt	MT 12:45-4:05pm HRM-LAB 6/02-7/01
Summer 2004	4144	HRMGT-153	Bernhardt	MT 12:45-5:45pm HRM-LAB 6/01-6/22
Summer 2005	4144	HRMGT-153	Bernhardt	MT 12:45-5:45pm HRM-LAB 6/20-7/12
Summer 2002	4144	HRMGT-153	Bernhardt	MT 12:45-4:05pm HRM-LAB 6/17-7/16
Summer 2001	4144	HRMGT-153	Bernhardt	MT 12:45-4:30pm HRM-LAB 6/18-7/17
Fall 2006	4665	CULN-225C	Bernhardt	TWTHFS 9:00-2:50pm CIAN 10/31-11/04
Fall 2009	4665	CULN-225C	Bernhardt	  CIAN 11/11-11/14
Fall 2007	4665	CULN-225C	Bernhardt	TWTHFS 9:00-2:50pm CIAN 10/29-11/03
Fall 2008	4665	CULN-225C	Bernhardt	  CIAN 11/04-11/08
Fall 2005	4665	CULN-225C	Bernhardt	TWTHFS 9:00-2:50pm CIAN 11/01-11/05
Fall 2005	4666	CULN-225D	Bernhardt	MTWTHFSSU 7:30-11:30am PBCH 8/16-8/22
Fall 2008	4666	CULN-225D	Bernhardt	  PBCH 8/13-8/17
Fall 2007	4666	CULN-225D	Bernhardt	MTWTHFSSU 7:30-11:30am PBCH 8/13-8/19
Fall 2009	4666	CULN-225D	Bernhardt	  PBCH 8/12-8/16
Fall 2006	4666	CULN-225D	Bernhardt	MTWTHFSSU 7:30-11:30am PBCH 8/14-8/20
Fall 2010	4687	CULN-225DA	Bernhardt	  PBCH 8/11-8/15
Fall 2010	4688	CULN-225DB	Bernhardt	  PBCH 8/11-8/15
Fall 2010	4689	CULN-225DC	Bernhardt	  PBCH 8/11-8/15
Fall 2012	4695	CULN-225JA	Bernhardt	  HRM-KITCHEN 11/26-11/30
Fall 2011	4695	CULN-225JA	Bernhardt	  HRM-KITCHEN 11/26-11/30
Fall 2013	4695	CULN-225JA	Bernhardt	  HSF-KITCHEN 8/18-12/04
Fall 2014	4695	CULN-225JA	Bernhardt	  HSF-KITCHEN 8/18-12/04
Fall 2014	4696	CULN-225JB	Bernhardt	  HSF-KITCHEN 8/18-12/04
Fall 2013	4696	CULN-225JB	Bernhardt	  HSF-KITCHEN 8/18-12/04
Fall 2011	4696	CULN-225JB	Bernhardt	  HRM-KITCHEN 11/26-11/30
Fall 2012	4696	CULN-225JB	Bernhardt	  HRM-KITCHEN 11/26-11/30
Fall 2009	7636	COOP-170	Bernhardt	  
Fall 2009	7667	COOP-170A	Bernhardt	  
Spring 2009	7693	COOP-170A	Bernhardt	  
Spring 2009	7730	COOP-170	Bernhardt	  
Fall 2001	8084	HRMCU-228	Bernhardt	M 4:00-6:50pm HRM-LAB
Fall 2003	8084	HRMCU-228	Bernhardt	M 4:00-6:50pm HRM-LAB
Fall 2002	8084	HRMCU-228	Bernhardt	M 4:00-6:50pm HRM-LAB
Fall 2004	8084	HRMCU-228	Bernhardt	M 4:00-6:50pm HRM-LAB 8/19-12/19
Fall 2012	8099	CULN-216	Bernhardt	TH 4:00-6:15pm HRM-NORSEMAN 9/06-11/15
Fall 2011	8099	CULN-216	Bernhardt	TH 4:00-6:15pm HRM-NORSEMAN 9/06-11/15
Fall 2013	8099	CULN-216	Bernhardt	TH 4:00-6:05pm HSF-NORSEMAN 9/04-11/20
Fall 2014	8099	CULN-216	Bernhardt	TH 4:00-6:05pm HSF-NORSEMAN 9/04-11/20
Fall 2009	8128	CULN-150P	Bernhardt	W 4:00-6:50pm H-106 9/02-11/25
Fall 2013	8128	CULN-154	Bernhardt	W 4:00-6:50pm HSF-291 9/03-11/19
Fall 2012	8128	CULN-154	Bernhardt	W 4:00-6:50pm H-106 9/05-11/21
Fall 2010	8128	CULN-154	Bernhardt	W 4:00-6:50pm H-106 9/01-11/24
Fall 2008	8128	CULN-150P	Bernhardt	TH 4:00-6:50pm H-105 9/04-11/20
Fall 2014	8128	CULN-154	Bernhardt	W 4:00-6:50pm HSF-291 9/03-11/19
Fall 2011	8128	CULN-154	Bernhardt	W 4:00-6:50pm H-106 9/05-11/21
Spring 2010	8162	CULN-150V	Bernhardt	T 4:00-8:15pm HRM-201 5/04-5/25
Spring 2009	8162	CULN-150V	Bernhardt	W 4:00-7:20pm HRM-201 2/04-3/11
Spring 2008	8162	CULN-150V	Bernhardt	M 4:00-7:20pm HRM-201 2/25-3/31
Spring 2008	8164	CULN-150X	Bernhardt	M 4:00-7:20pm HRM-201 4/07-5/05
Spring 2011	8164	CULN-150V	Bernhardt	TH 4:00-7:20pm HRM-201 2/03-3/10
Fall 2005	8177	CULN-150E	Bernhardt	M 4:00-7:20pm HRM-201 10/31-11/28
Fall 2005	8233	CULN-150H	Bernhardt	M 4:00-7:50pm HRM-201 8/22-9/19
Spring 2009	8284	CULN-150Y	Bernhardt	W 4:00-7:20pm HRM-201 3/18-4/22
Spring 2010	8284	CULN-150Y	Bernhardt	W 4:00-7:20pm HRM-201 4/14-5/12
Spring 2011	8285	CULN-150Y	Bernhardt	TH 4:00-7:20pm HRM-201 3/17-4/14
Spring 2009	8286	CULN-150PD	Bernhardt	TH 4:00-6:50pm H-105 2/05-5/07
Spring 2013	8290	CULN-154	Bernhardt	W 4:00-6:50pm H-105 2/13-5/08
Spring 2011	8290	CULN-154	Bernhardt	W 4:00-6:50pm H-105 2/16-5/11
Spring 2010	8290	CULN-154	Bernhardt	TH 4:00-6:50pm H-105 2/18-5/13
Spring 2014	8290	CULN-154	Bernhardt	W 4:00-6:50pm H-105 2/12-5/07
Spring 2012	8290	CULN-154	Bernhardt	W 4:00-6:50pm H-105 2/13-5/08
Fall 2009	8465	CULN-150B	Bernhardt	M 4:00-7:20pm HRM-201 9/28-10/26
Fall 2008	8465	CULN-150B	Bernhardt	M 4:00-7:20pm HRM-201 9/22-10/20
Fall 2007	8465	CULN-150B	Bernhardt	M 4:00-7:20pm HRM-201 9/24-10/22
Spring 2002	8646	HRMCU-127	Bernhardt	W 4:00-6:50pm HRM-201
Spring 2004	8646	HRMCU-127	Bernhardt	W 4:00-6:50pm HRM-201
Spring 2002	8648	HRMCU-175	Bernhardt	M 4:00-6:50pm HRM-201
Fall 2007	8652	CULN-228	Bernhardt	W 4:00-7:20pm HRM-KITCHEN 8/29-12/05
Fall 2008	8652	CULN-228	Bernhardt	W 4:00-7:20pm HRM-KITCHEN 9/03-12/10
Fall 2010	8652	CULN-228	Bernhardt	TH 4:00-8:00pm HRM-KITCHEN 9/02-12/02
Fall 2009	8652	CULN-228	Bernhardt	TH 4:00-8:05pm HRM-KITCHEN 9/03-12/03
Spring 2002	8658	HRMCU-256	Bernhardt	  
Fall 2002	8811	HRMCU-127	Bernhardt	W 4:00-6:50pm HRM-LAB
Fall 2003	8811	HRMCU-127	Bernhardt	W 4:00-6:50pm HRM-LAB
Fall 2001	8811	HRMCU-127	Bernhardt	W 4:00-6:50pm HRM-LAB
Summer 2010	0045	ART-105	Bersamina	MTWTH 8:15-12:30pm A-102 6/14-7/22
Summer 2014	0045	ART-105	Bersamina	MTWTH 8:15-12:30pm A-302 6/16-7/24
Summer 2013	0087	ART-126	Bersamina	MTWTH 8:15-12:30pm A-102 6/17-7/25
Summer 2013	0090	ART-127	Bersamina	MTWTH 8:15-12:30pm A-102 6/17-7/25
Spring 2012	1106	ART-106	Bersamina	TTH 9:30-12:20pm A-302
Spring 2013	1106	ART-106	Bersamina	TTH 9:30-12:20pm A-302
Spring 2011	1113	ART-106	Bersamina	TTH 1:00-3:50pm A-302 1/22-5/27
Spring 2010	1120	ART-150PT	Bersamina	F 12:00-5:50pm A-102
Spring 2011	1127	ART-105	Bersamina	MW 1:00-3:50pm A-302 1/22-5/27
Spring 2014	1127	ART-105	Bersamina	MW 1:00-3:50pm A-302
Spring 2010	1127	ART-105	Bersamina	MW 1:00-3:50pm A-102
Spring 2012	1127	ART-105	Bersamina	MW 1:00-3:50pm A-302
Spring 2013	1127	ART-105	Bersamina	MW 1:00-3:50pm A-302
Spring 2011	1145	ART-126	Bersamina	TTH 9:30-12:20pm A-102 1/22-5/27
Spring 2014	1145	ART-126	Bersamina	MW 9:30-12:20pm A-102
Spring 2013	1145	ART-126	Bersamina	MW 9:30-12:20pm A-102
Spring 2012	1145	ART-126	Bersamina	MW 9:30-12:20pm A-102
Spring 2010	1145	ART-126	Bersamina	MW 9:30-12:20pm A-102
Spring 2010	1168	ART-129	Bersamina	F 12:00-5:50pm A-102
Spring 2014	1174	ART-127	Bersamina	MW 9:30-12:20pm A-102
Spring 2014	1239	ART-135	Bersamina	F 12:30-6:20pm A-102
Fall 2012	1320	ART-105	Bersamina	TTH 8:00-10:50am A-302 8/17-12/17
Fall 2011	1320	ART-105	Bersamina	TTH 8:00-10:50am A-302 8/17-12/17
Fall 2007	1854	ART-105	Bersamina	MW 1:00-3:50pm A-302 8/16-12/16
Fall 2011	1854	ART-105	Bersamina	MW 1:00-3:50pm A-302 8/17-12/17
Fall 2012	1854	ART-105	Bersamina	MW 1:00-3:50pm A-302 8/17-12/17
Fall 2010	1855	ART-105	Bersamina	MW 12:30-3:20pm A-302
Fall 2010	1862	ART-105	Bersamina	TTH 1:00-3:50pm A-302
Fall 2012	1862	ART-105	Bersamina	TTH 12:00-2:50pm A-302 8/17-12/17
Fall 2011	1862	ART-105	Bersamina	TTH 12:00-2:50pm A-302 8/17-12/17
Fall 2009	1862	ART-105	Bersamina	TTH 1:00-3:50pm A-302
Fall 2008	1867	ART-106	Bersamina	TTH 1:00-3:50pm A-302
Fall 2010	1886	ART-126	Bersamina	TTH 9:30-12:20pm A-102
Fall 2011	1886	ART-126	Bersamina	MW 9:30-12:20pm A-102 8/17-12/17
Fall 2012	1886	ART-126	Bersamina	MW 9:30-12:20pm A-102 8/17-12/17
Fall 2007	1886	ART-126	Bersamina	MW 9:00-11:50am A-102 8/16-12/16
Fall 2009	1886	ART-126	Bersamina	TTH 9:30-12:20pm A-102
Fall 2008	1888	ART-127	Bersamina	TTH 9:30-12:20pm A-102
Fall 2008	1890	ART-128	Bersamina	TTH 9:30-12:20pm A-102
Fall 2009	1908	ART-129	Bersamina	F 9:30-3:20pm A-102
Fall 2007	1908	ART-129	Bersamina	F 9:00-2:50pm A-102 8/16-12/16
Fall 2009	1910	ART-150PT	Bersamina	F 9:30-3:20pm A-102
Fall 2007	1922	ART-150T	Bersamina	F 9:00-2:50pm A-102 8/16-12/16
Summer 2010	3456	ART-298	Bersamina	   6/18-7/22
Fall 2011	8014	ART-105	Bersamina	MW 4:00-6:50pm A-302 8/17-12/17
Spring 2010	8075	ART-105	Bersamina	MW 4:00-6:50pm A-102
Fall 2008	8867	ART-105	Bersamina	TTH 4:00-6:50pm A-302
Fall 2007	0542	ENGL-116	Bessie	TTH 12:30-1:45pm LA-115 8/16-12/16
Fall 2008	0549	ENGL-118	Bessie	MW 11:00-12:15pm H-119
